episode,terminated,reward,max_reward,episode_length
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,0,0,1,93
2,1,1,1,93
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,0,0,1,74
3,1,1,1,74
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,0,0,1,83
4,1,1,1,83
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,0,0,1,63
5,1,1,1,63
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,0,0,1,75
6,1,1,1,75
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,0,0,1,108
7,1,1,1,108
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,0,0,1,86
8,1,1,1,86
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,0,0,1,125
9,1,1,1,125
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,0,0,1,94
10,1,1,1,94
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,0,0,1,39
11,1,1,1,39
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,0,0,1,95
12,1,1,1,95
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,0,0,1,73
13,1,1,1,73
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,0,0,1,62
14,1,1,1,62
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,0,0,1,96
15,1,1,1,96
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,0,0,1,54
16,1,1,1,54
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
17,0,0,1,87
